Speed,Throttle,Brake,RPM,nGear,DRS,Distance
0.0,17.0,True,10169.825011199999,1,1,0.0197229340123515
0.0,17.0,True,10149.0,1,1,0.0
0.0,17.0,True,9707.6060848,1,1,-0.06990191615972714
0.0,17.0,True,9449.4810848,1,1,-0.05220016673237028
0.0,17.0,False,9323.0,1,1,0.0
6.93000192,17.0,False,7705.999552,1,1,0.6277615600293298
12.0,17.0,False,6523.0,1,1,1.333333333333333
17.2750016,17.879166933333334,False,5045.999552,1,1,2.372590611285824
18.0,18.0,False,4843.0,1,1,2.533333333333333
23.7750016,19.925000533333332,False,3979.6372608,1,1,4.058250363375145
24.0,20.0,False,3946.0,1,1,4.133333333333333
29.04,24.759999999999998,False,4362.36,1,1,5.186972232193236
41.64,36.66,False,5403.26,1,1,8.685501438252922
42.0,37.0,False,5433.0,1,1,8.8
56.733333333333334,50.86666666666667,False,6789.333333333334,1,1,13.840369469254203
59.0,53.0,False,6998.0,1,1,14.700000000000003
68.0,57.0,False,8398.0,1,1,18.477777777777774
68.3,57.75,False,8461.0,1,1,18.711340478618386
72.0,67.0,False,9238.0,1,1,21.677777777777777
73.95,68.625,False,9402.2875,1,1,22.78938265070308
80.6625024,74.218752,False,9967.8158272,1,1,26.922518743403106
84.0,77.0,False,10249.0,1,1,29.14444444444444
89.36666666666666,78.53333333333333,False,10860.033333333333,1,1,31.55512188306644
98.0,81.0,False,11843.0,1,1,35.67777777777778
103.61428845714286,89.88929005714286,False,11944.5250496,1,1,39.58114092097243
110.0,100.0,False,12060.0,1,1,44.23333333333333
110.32143268571429,99.46427885714286,False,12045.785532342858,1,1,44.5503376765761
116.13928777142857,89.7678537142857,False,11788.507051885714,1,1,50.41172909905532
119.0,85.0,False,11662.0,2,1,53.488888888888894
127.55000319999999,90.343752,False,11394.099899733334,2,1,59.88258628217214
141.5500032,99.093752,False,10955.433233066666,2,1,71.34307390186389
143.0,100.0,False,10910.0,3,1,72.55555555555554
153.0,100.0,False,11368.0,3,1,79.35555555555555
157.5235126723987,100.0,False,11295.27583472836,3,1,84.29860313210573
166.0,100.0,False,11159.0,3,1,94.065
171.61428845714286,100.0,False,11043.907086628571,3,1,100.49963212723523
178.0,100.0,False,10913.0,3,1,107.90944444444446
178.0,100.0,False,11075.149305360972,3,1,113.40861419890273
178.0,100.0,False,11204.0,4,1,117.84777777777778
187.0,100.0,False,11323.0,4,1,126.1588888888889
187.8857161142857,100.0,False,11366.067946057143,4,1,127.80086520154494
194.1714304,100.0,False,11671.7108032,4,1,139.71458827353447
195.0,100.0,False,11712.0,4,1,141.32555555555558
199.3666688,100.0,False,11328.097034666667,4,1,148.72752221523817
207.0,100.0,False,10657.0,5,1,162.0255555555556
207.7750016,100.0,False,10675.083370666667,5,1,163.84216517326442
213.0,100.0,False,10797.0,5,1,176.22555555555556
213.45,100.0,False,10827.9,5,1,176.94793270070213
219.0,100.0,False,11209.0,5,1,185.9588888888889
219.19642971428573,100.0,False,11226.3251008,5,1,186.63442806282154
224.0,100.0,False,11650.0,5,1,203.38111111111115
224.343752,100.0,False,11662.03132,5,1,204.07552154027346
229.0,100.0,False,11825.0,5,1,213.55888888888893
232.2750016,100.0,False,11932.2563024,5,1,222.02342872090637
233.0,100.0,False,11956.0,5,1,223.91444444444448
236.9562512,100.0,False,11423.2248384,5,1,237.861333708136
239.0,100.0,False,11148.0,5,1,245.1588888888889
241.62000128,100.0,False,10970.49491328,5,1,253.98984688968923
243.0,100.0,False,10877.0,6,1,258.6588888888889
243.36,79.12,False,10779.8,6,1,263.53964210260784
244.0,42.0,True,10607.0,6,1,272.21444444444444
243.63571382857143,45.09643245714286,True,10628.492884114286,6,1,275.65744513069103
242.0,59.0,False,10725.0,6,1,291.0366666666667
241.9541664,59.0,False,10726.1916736,6,1,291.7734809761265
241.0,59.0,False,10751.0,6,1,307.1033333333333
241.0,52.1218688,False,10686.2124416,6,1,311.8722951414895
241.0,28.8718688,False,10467.2124416,6,1,327.9326778415477
241.0,28.0,False,10459.0,6,1,328.5255555555555
238.06666666666666,37.166666666666664,False,10489.066666666668,6,1,337.1283862140675
233.0,53.0,False,10541.0,6,1,351.82555555555547
234.27272727272728,64.96363636363637,False,10609.981818181817,6,1,359.1369225558857
236.3181818181818,84.19090909090909,False,10720.845454545455,6,1,371.02425095809576
238.0,100.0,False,10812.0,6,1,380.9144444444444
244.0,100.0,False,10996.0,6,1,397.18111111111097
244.18,100.0,False,11003.23,6,1,398.00329541378613
245.66500096,100.0,False,11062.87753856,6,1,404.8205217361981
248.06500096,100.0,False,11159.27753856,6,1,415.9531900027999
250.0,100.0,False,11237.0,6,1,424.9588888888888
252.0,100.0,False,11350.0,6,1,436.1588888888888
252.46500096,100.0,False,11363.33002752,6,1,438.3418018662554
255.0,100.0,False,11436.0,6,1,450.3255555555555
255.76500096,100.0,False,11477.05505152,6,1,453.96518686663063
258.0,100.0,False,11597.0,6,1,464.6588888888888
260.26500096,100.0,False,11421.83992576,6,1,475.59105814302444
261.0,100.0,False,11365.0,6,1,479.1588888888887
263.1375008,100.0,False,10708.7872544,6,1,491.6840769855644
264.0,100.0,False,10444.0,6,1,496.75888888888875
265.07857188571427,100.0,False,10520.578603885715,6,1,507.89207686527357
266.0,100.0,False,10586.0,7,1,517.4477777777777
267.0438875397843,100.0,False,10624.275876458758,7,1,525.7124799438238
268.7366771688171,100.0,False,10686.344829523294,7,1,539.1838256355214
269.0,100.0,False,10696.0,7,1,541.2841666666665
270.79359471455535,100.0,False,10826.932414162542,7,1,560.2465073940783
271.0,100.0,False,10842.0,7,1,562.4372222222221
273.0,100.0,False,10864.0,7,1,574.5705555555554
274.8875008,100.0,False,10951.296912,7,1,586.1502401393487
277.0,100.0,False,11049.0,7,1,599.1927777777777
277.76,100.0,False,11089.28,7,1,610.9234511027694
278.0,100.0,False,11102.0,7,1,614.637222222222
280.0,100.0,False,11163.0,7,1,630.1927777777776
280.03,97.63,False,11162.07,7,1,631.1313420291686
280.78,38.38,False,11138.82,7,1,654.6757716518642
281.0,21.0,False,11132.0,7,1,661.4149999999998
270.8666666666667,7.700000000000001,False,10637.366666666667,7,1,672.7576728666164
265.0,0.0,True,10351.0,7,1,679.0816666666665
246.94,0.0,True,9550.34,7,1,690.8138628174859
244.0,0.0,True,9420.0,7,1,692.637222222222
243.0,0.0,True,9446.9,7,1,693.4109152062239
214.0,0.0,True,10227.0,7,1,714.0372222222221
213.01785142857142,0.0,True,10252.810864457142,7,1,714.6453916745508
189.0,0.0,True,10884.0,5,1,728.737222222222
180.32812,0.0,True,10866.3093648,5,1,734.0456870995454
164.0,0.0,True,10833.0,4,1,743.3149999999998
153.68571428571428,0.0,True,10344.42857142857,4,1,749.5962892881173
145.0,0.0,True,9933.0,3,1,754.5927777777775
143.53610808888888,0.0,True,9835.522020977778,3,1,755.7628808079904
131.2583303111111,0.0,True,9017.966465422222,3,1,765.0284646301122
128.0,0.0,True,8801.0,3,1,767.3927777777776
120.0,0.0,True,8390.0,3,1,775.3927777777776
116.15,0.0,True,8026.45,3,1,779.6068244538468
113.0,0.0,True,7729.0,3,1,782.9261111111109
112.69444266666666,0.0,True,7709.322107733334,3,1,783.2566187149815
106.55555555555556,0.0,True,7313.977777777778,3,1,789.6178029581672
103.0,0.0,True,7085.0,3,1,793.226111111111
102.68,0.0,True,7037.64,3,1,794.1317669849218
101.0,0.0,False,6789.0,3,1,798.8372222222221
96.11428388571429,0.0,False,6723.653546971429,3,1,803.2876951886378
93.0,0.0,False,6682.0,3,1,806.0705555555553
93.6944448,19.4444544,False,6970.194592,3,1,812.5850961452882
94.0,28.0,False,7097.0,3,1,815.4705555555553
94.9437504,39.3250048,False,7336.7126016,3,1,819.4506713962273
95.0,40.0,False,7351.0,3,1,819.6927777777775
99.2750016,41.71000064,False,7602.37009408,3,1,824.4264631665638
100.0,42.0,False,7645.0,3,1,825.2483333333331
104.0,50.0,False,7913.0,3,1,829.8705555555554
105.26785828571428,51.7750016,False,8013.160804571428,3,1,831.9776982212052
108.83928685714285,56.775001599999996,False,8295.303661714286,3,1,838.0708845093436
109.0,57.0,False,8308.0,3,1,838.3483333333331
111.57142912137478,56.14285695954174,False,8432.714312386677,3,1,843.6659663417468
114.5789474359583,55.14035085468056,False,8578.578950643978,3,1,850.1456520496589
115.0,55.0,False,8599.0,3,1,851.0941666666665
127.0,72.0,False,9271.0,3,1,858.1849999999998
132.13000192,83.97000448,False,9982.36026624,3,1,864.5236858523797
139.0,100.0,False,10935.0,3,1,873.6294444444442
149.06667093333334,37.083306666666665,False,10683.333226666668,3,1,880.1612813339384
155.0,0.0,True,10535.0,3,1,883.9627777777775
145.0,0.0,True,10390.0,3,1,890.407222222222
134.0,0.0,True,9975.0,3,1,897.8516666666665
130.4499968,0.0,True,10292.01528576,3,1,900.3336094626547
124.0,0.0,True,10868.0,3,1,904.7405555555554
